highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,total_clicks,days_active,avg_daily_clicks,avg_score,total_score,submission_count,min_score,max_score,withdrew_early,dropout
2,5,0,0,60,446.0,23.0,3.328358208955224,85.0,170.0,2.0,70.0,100.0,1,1
0,2,0,0,60,14.0,3.0,1.5555555555555556,61.0,122.0,2.0,60.0,62.0,0,1
2,5,1,1,60,800.0,62.0,2.1447721179624666,55.0,495.0,9.0,1.0,73.0,0,1
2,0,1,0,195,43.0,5.0,2.0476190476190474,67.6,338.0,5.0,54.0,100.0,0,1
0,3,1,0,60,1722.0,72.0,3.5875,58.6,293.0,5.0,1.0,90.0,0,0
2,1,0,0,60,995.0,61.0,3.109375,79.92307692307692,1039.0,13.0,1.0,100.0,0,0
0,1,0,0,60,939.0,49.0,4.191964285714286,92.6,463.0,5.0,85.0,100.0,0,0
0,4,1,0,120,41.0,1.0,2.7333333333333334,0.0,0.0,0.0,0.0,0.0,1,1
2,4,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,4,1,0,60,12.0,3.0,1.5,71.5,143.0,2.0,43.0,100.0,1,1
0,0,0,0,60,742.0,39.0,3.5,86.6,433.0,5.0,75.0,100.0,0,0
2,8,1,0,60,897.0,33.0,4.3125,72.2,361.0,5.0,58.0,100.0,0,0
0,5,0,0,60,2372.0,107.0,3.7891373801916934,73.8,369.0,5.0,58.0,100.0,0,0
1,7,1,1,60,820.0,58.0,3.166023166023166,76.0,532.0,7.0,1.0,100.0,1,0
0,4,0,0,180,125.0,9.0,2.450980392156863,100.0,100.0,1.0,100.0,100.0,1,1
1,8,0,0,60,211.0,20.0,2.6375,82.6,413.0,5.0,68.0,100.0,0,0
0,2,0,0,60,21.0,3.0,1.5,100.0,100.0,1.0,100.0,100.0,1,1
0,4,1,0,60,2233.0,65.0,4.701052631578947,59.2,296.0,5.0,1.0,78.0,0,0
2,3,1,0,60,239.0,16.0,2.715909090909091,33.0,99.0,3.0,1.0,58.0,0,1
2,6,0,2,60,1118.0,81.0,3.1055555555555556,66.2,331.0,5.0,1.0,87.0,1,0
2,1,0,0,60,33.0,7.0,1.5,60.0,300.0,5.0,48.0,100.0,0,0
0,4,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,0,60,1209.0,65.0,3.5247813411078717,62.8,314.0,5.0,29.0,100.0,0,0
0,4,1,3,120,1223.0,101.0,2.805045871559633,78.86666666666666,1183.0,15.0,1.0,100.0,1,0
0,6,0,0,60,1059.0,65.0,3.5182724252491693,71.92857142857143,1007.0,14.0,20.0,100.0,0,0
2,8,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,3,1,0,60,1564.0,69.0,4.238482384823849,91.0,455.0,5.0,88.0,100.0,0,0
2,2,1,0,120,1813.0,87.0,4.411192214111922,79.0,395.0,5.0,66.0,100.0,0,0
0,2,0,1,165,329.0,17.0,3.29,49.2,246.0,5.0,1.0,65.0,0,0
2,4,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,7,0,0,60,780.0,50.0,2.9770992366412212,72.4,362.0,5.0,58.0,100.0,0,0
0,8,1,0,60,2042.0,81.0,3.9497098646034816,66.6,333.0,5.0,1.0,92.0,0,0
1,5,0,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,7,1,0,60,1758.0,70.0,3.624742268041237,80.2,401.0,5.0,61.0,100.0,0,0
0,8,0,1,60,438.0,34.0,2.7375,73.2,366.0,5.0,53.0,100.0,0,0
2,7,0,0,60,1413.0,54.0,4.180473372781065,57.6,288.0,5.0,1.0,74.0,0,0
2,5,1,0,60,753.0,31.0,3.5186915887850465,83.6,418.0,5.0,68.0,100.0,0,0
3,3,0,0,60,78.0,3.0,2.888888888888889,1.0,1.0,1.0,1.0,1.0,0,1
1,5,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,0,0,60,1974.0,54.0,6.2075471698113205,42.8,214.0,5.0,1.0,60.0,0,0
2,5,1,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,4,1,0,60,2315.0,109.0,4.23992673992674,57.8,289.0,5.0,1.0,83.0,0,0
2,1,0,0,120,78.0,8.0,1.9024390243902438,100.0,100.0,1.0,100.0,100.0,0,1
2,0,1,2,60,337.0,24.0,3.0089285714285716,41.25,165.0,4.0,1.0,64.0,1,1
1,2,0,1,180,32.0,4.0,2.909090909090909,100.0,100.0,1.0,100.0,100.0,1,1
0,9,0,0,60,412.0,21.0,3.169230769230769,59.2,296.0,5.0,28.0,100.0,0,1
0,5,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,3,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,5,0,0,60,45.0,6.0,2.142857142857143,1.0,1.0,1.0,1.0,1.0,1,1
2,1,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,6,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,8,0,0,60,1294.0,59.0,4.056426332288401,65.8,329.0,5.0,1.0,88.0,0,0
0,9,0,0,60,240.0,15.0,2.4242424242424243,100.0,100.0,1.0,100.0,100.0,1,1
2,2,0,0,90,676.0,48.0,2.864406779661017,75.2,376.0,5.0,1.0,98.0,0,0
0,6,0,2,120,229.0,29.0,2.489130434782609,66.0,330.0,5.0,50.0,100.0,0,0
0,6,0,0,60,234.0,17.0,3.2054794520547945,54.6,273.0,5.0,1.0,71.0,0,0
3,5,1,1,60,945.0,49.0,4.1629955947136565,32.4,162.0,5.0,1.0,45.0,0,0
2,9,0,0,60,3874.0,89.0,6.7727272727272725,81.6,408.0,5.0,69.0,100.0,0,0
2,2,0,0,60,84.0,3.0,2.4,100.0,100.0,1.0,100.0,100.0,1,1
0,5,0,1,60,826.0,46.0,3.6228070175438596,74.45454545454545,819.0,11.0,1.0,100.0,1,1
2,8,1,0,60,1319.0,61.0,3.507978723404255,79.0909090909091,870.0,11.0,1.0,100.0,1,1
2,7,0,0,60,391.0,13.0,3.3135593220338984,43.333333333333336,130.0,3.0,1.0,65.0,0,1
2,0,1,1,60,301.0,26.0,2.5083333333333333,71.66666666666667,215.0,3.0,57.0,100.0,0,1
0,1,0,0,120,213.0,22.0,2.4482758620689653,85.66666666666667,257.0,3.0,67.0,100.0,1,1
1,0,0,1,60,66.0,5.0,2.4444444444444446,0.0,0.0,0.0,0.0,0.0,0,1
2,4,0,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,4,0,0,60,704.0,54.0,2.9957446808510637,83.6,418.0,5.0,58.0,100.0,0,0
2,1,1,0,60,2239.0,117.0,3.5094043887147337,80.35714285714286,1125.0,14.0,48.0,100.0,0,0
2,7,0,0,60,938.0,49.0,3.398550724637681,74.4,372.0,5.0,56.0,100.0,0,0
0,7,0,1,180,515.0,37.0,3.410596026490066,67.83333333333333,407.0,6.0,46.0,100.0,1,0
0,2,1,0,60,530.0,32.0,2.6108374384236455,64.0,320.0,5.0,48.0,100.0,0,0
0,1,0,0,60,1417.0,74.0,4.24251497005988,70.6,353.0,5.0,45.0,100.0,0,0
2,6,0,0,60,1147.0,56.0,3.6645367412140577,58.2,291.0,5.0,39.0,100.0,0,1
0,3,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,2,1,0,60,2354.0,101.0,3.273991655076495,77.8,389.0,5.0,67.0,100.0,0,0
2,3,0,0,60,315.0,8.0,5.431034482758621,0.0,0.0,0.0,0.0,0.0,1,1
2,6,1,0,60,451.0,48.0,2.4917127071823204,71.375,571.0,8.0,1.0,100.0,1,1
2,5,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,7,2,0,60,3107.0,60.0,4.78,48.6,243.0,5.0,1.0,68.0,0,0
2,1,0,3,60,454.0,35.0,2.292929292929293,46.166666666666664,277.0,6.0,1.0,68.0,1,1
2,1,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,0,1,60,892.0,53.0,3.1743772241992882,67.33333333333333,606.0,9.0,1.0,100.0,0,1
0,5,0,0,60,113.0,12.0,1.7936507936507937,54.8,274.0,5.0,40.0,100.0,0,1
1,6,0,2,60,393.0,26.0,2.45625,75.8,379.0,5.0,57.0,100.0,0,0
0,4,1,0,120,1644.0,78.0,4.029411764705882,80.2,401.0,5.0,68.0,100.0,0,0
2,3,0,0,60,997.0,59.0,3.988,79.4,794.0,10.0,40.0,100.0,1,1
0,8,0,0,60,287.0,20.0,2.7864077669902914,65.0,325.0,5.0,40.0,100.0,0,0
1,7,1,0,60,1100.0,58.0,3.5031847133757963,95.6,478.0,5.0,90.0,100.0,0,0
2,5,1,0,60,341.0,21.0,3.5894736842105264,28.5,57.0,2.0,1.0,56.0,0,1
1,4,0,0,60,2205.0,96.0,4.955056179775281,79.6,398.0,5.0,68.0,100.0,0,0
2,5,1,0,60,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1
1,0,0,1,60,101.0,12.0,2.3488372093023258,66.66666666666667,200.0,3.0,50.0,100.0,0,1
0,2,0,0,60,1901.0,143.0,2.5079155672823217,31.2,156.0,5.0,1.0,50.0,0,0
2,4,0,1,60,770.0,44.0,3.701923076923077,75.2,376.0,5.0,65.0,100.0,0,0
1,0,0,1,120,123.0,10.0,2.3207547169811322,71.66666666666667,215.0,3.0,40.0,100.0,0,1
2,9,1,0,60,1539.0,36.0,8.40983606557377,76.8,384.0,5.0,67.0,100.0,0,0
0,0,0,0,180,2713.0,107.0,4.491721854304636,76.8,384.0,5.0,65.0,100.0,0,0
1,0,1,0,60,36.0,3.0,2.1176470588235294,100.0,100.0,1.0,100.0,100.0,0,1
2,2,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,1,1,0,60,1920.0,94.0,4.63768115942029,41.6,208.0,5.0,1.0,65.0,0,0
0,3,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,2,0,0,60,1194.0,44.0,3.5535714285714284,83.6,418.0,5.0,73.0,90.0,0,0
0,1,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,1,0,1,60,1029.0,95.0,3.5239726027397262,54.2,271.0,5.0,1.0,75.0,0,0
1,8,1,0,60,900.0,47.0,2.9411764705882355,83.5,167.0,2.0,67.0,100.0,0,1
1,2,1,0,60,2376.0,92.0,5.002105263157895,44.6,223.0,5.0,1.0,68.0,0,0
2,2,0,0,240,7.0,1.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,1,1
2,2,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,5,0,0,120,795.0,38.0,3.6635944700460827,59.4,297.0,5.0,1.0,77.0,0,0
1,4,1,0,120,1419.0,57.0,4.042735042735043,88.8,444.0,5.0,80.0,100.0,0,0
0,9,1,0,60,2440.0,84.0,4.969450101832994,68.46153846153847,890.0,13.0,40.0,100.0,0,0
0,5,0,0,60,21.0,2.0,2.625,86.0,172.0,2.0,72.0,100.0,0,1
1,0,0,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,9,1,4,180,730.0,82.0,3.2017543859649122,75.2,376.0,5.0,60.0,100.0,0,0
0,4,0,0,240,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,0,1,60,323.0,25.0,2.41044776119403,59.30769230769231,771.0,13.0,1.0,100.0,1,0
2,0,0,0,120,3984.0,102.0,8.180698151950718,69.2,346.0,5.0,56.0,100.0,0,0
1,6,0,1,60,3487.0,79.0,12.192307692307692,66.8,334.0,5.0,40.0,100.0,0,0
2,1,0,1,60,1019.0,61.0,3.087878787878788,70.6,353.0,5.0,60.0,100.0,0,0
2,5,0,0,60,385.0,14.0,3.7745098039215685,82.38461538461539,1071.0,13.0,1.0,100.0,0,1
2,3,0,3,60,1357.0,64.0,3.4354430379746836,60.4,302.0,5.0,1.0,84.0,0,0
2,3,1,0,60,995.0,74.0,3.6715867158671585,59.0,295.0,5.0,1.0,77.0,0,0
2,1,1,0,210,205.0,12.0,2.3295454545454546,1.0,1.0,1.0,1.0,1.0,0,1
2,0,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,9,0,1,60,1280.0,75.0,3.615819209039548,72.0,360.0,5.0,55.0,100.0,0,0
0,7,0,0,60,783.0,20.0,7.386792452830188,79.5,159.0,2.0,59.0,100.0,1,1
2,7,1,0,120,1552.0,103.0,3.3233404710920773,69.6,348.0,5.0,1.0,90.0,0,0
0,3,0,0,60,328.0,26.0,3.0943396226415096,81.8,409.0,5.0,60.0,100.0,0,0
2,3,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,6,0,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,8,0,0,120,202.0,27.0,1.7413793103448276,79.0,158.0,2.0,58.0,100.0,0,1
2,8,0,0,60,278.0,20.0,2.673076923076923,80.33333333333333,964.0,12.0,58.0,100.0,0,1
0,1,0,0,60,417.0,52.0,2.329608938547486,89.8,449.0,5.0,85.0,100.0,0,0
2,2,0,1,60,660.0,47.0,2.3076923076923075,47.666666666666664,143.0,3.0,1.0,84.0,0,1
0,4,0,1,60,598.0,32.0,3.1145833333333335,61.666666666666664,370.0,6.0,48.0,100.0,1,1
0,2,1,0,60,2709.0,170.0,3.909090909090909,84.6,423.0,5.0,75.0,100.0,0,0
2,2,0,0,60,989.0,49.0,3.2857142857142856,82.4,412.0,5.0,70.0,100.0,0,0
1,3,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,3,1,0,60,1400.0,107.0,3.0837004405286343,67.6,338.0,5.0,60.0,80.0,0,1
2,5,1,1,60,1256.0,82.0,3.7159763313609466,78.4,392.0,5.0,62.0,100.0,0,0
1,1,1,0,60,1167.0,60.0,3.704761904761905,65.0,325.0,5.0,1.0,93.0,0,0
0,1,1,0,60,1274.0,35.0,4.485915492957746,50.4,252.0,5.0,1.0,66.0,0,0
0,7,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,4,1,0,60,829.0,49.0,2.3753581661891117,74.8,374.0,5.0,68.0,100.0,0,0
2,2,0,1,120,524.0,44.0,3.175757575757576,46.8,234.0,5.0,1.0,70.0,1,0
0,7,1,1,120,114.0,7.0,3.9310344827586206,1.0,1.0,1.0,1.0,1.0,1,1
0,0,1,0,120,493.0,39.0,2.708791208791209,75.0,375.0,5.0,60.0,100.0,0,0
2,1,0,0,60,177.0,23.0,1.8061224489795917,77.0,154.0,2.0,54.0,100.0,1,1
1,7,1,0,60,1518.0,103.0,3.0481927710843375,70.2,351.0,5.0,1.0,90.0,0,0
2,6,0,0,60,67.0,6.0,1.9142857142857144,57.75,231.0,4.0,14.0,100.0,0,1
0,0,1,0,60,4372.0,154.0,5.204761904761905,79.0,395.0,5.0,69.0,100.0,0,0
0,0,0,3,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,5,0,0,60,976.0,75.0,2.7965616045845274,67.6,338.0,5.0,1.0,91.0,0,0
1,8,1,0,120,1814.0,102.0,3.5992063492063493,81.8,409.0,5.0,70.0,100.0,0,0
2,0,0,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3,0,1,0,120,28.0,6.0,1.6470588235294117,0.0,0.0,0.0,0.0,0.0,1,1
0,6,0,2,60,857.0,63.0,2.9965034965034967,62.666666666666664,564.0,9.0,1.0,100.0,1,1
2,1,0,0,120,654.0,41.0,3.1594202898550723,41.4,207.0,5.0,1.0,57.0,0,1
0,1,1,0,60,3176.0,215.0,3.675925925925926,58.6,293.0,5.0,1.0,78.0,0,0
2,0,0,0,60,116.0,3.0,4.461538461538462,0.0,0.0,0.0,0.0,0.0,1,1
1,0,0,0,60,1246.0,51.0,4.071895424836601,72.4,362.0,5.0,62.0,100.0,0,0
0,8,0,0,60,1130.0,46.0,4.556451612903226,58.2,291.0,5.0,1.0,95.0,0,0
2,8,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,2,0,0,120,783.0,58.0,3.5112107623318387,74.2,371.0,5.0,60.0,100.0,0,0
2,0,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,0,0,0,60,284.0,28.0,1.9722222222222223,61.8,309.0,5.0,45.0,100.0,0,0
0,2,0,0,120,1483.0,45.0,5.167247386759582,59.6,298.0,5.0,1.0,78.0,0,0
1,7,0,0,60,1297.0,93.0,2.8694690265486726,77.0,385.0,5.0,65.0,100.0,0,0
0,9,0,0,120,54.0,8.0,1.8620689655172413,100.0,100.0,1.0,100.0,100.0,1,1
2,3,0,0,180,1483.0,62.0,4.768488745980707,65.8,329.0,5.0,1.0,85.0,0,0
0,8,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,2,1,0,60,961.0,129.0,2.5091383812010446,70.0,350.0,5.0,38.0,100.0,0,0
2,7,0,0,60,227.0,31.0,1.860655737704918,71.2,356.0,5.0,59.0,100.0,0,0
0,4,0,1,120,546.0,41.0,3.73972602739726,37.25,149.0,4.0,1.0,50.0,0,1
2,6,1,0,60,209.0,8.0,2.4302325581395348,1.0,1.0,1.0,1.0,1.0,1,1
1,2,1,0,60,1770.0,75.0,3.8730853391684903,69.4,347.0,5.0,47.0,100.0,0,0
2,4,0,0,180,38.0,2.0,4.222222222222222,76.8,384.0,5.0,67.0,100.0,0,0
2,4,0,0,60,385.0,30.0,2.8947368421052633,68.0,340.0,5.0,1.0,85.0,0,0
2,1,1,0,60,640.0,48.0,2.379182156133829,52.0,260.0,5.0,35.0,100.0,0,1
2,1,0,2,120,40.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1,1
0,5,1,0,60,1130.0,37.0,3.856655290102389,61.6,308.0,5.0,1.0,94.0,0,0
2,6,0,1,60,621.0,58.0,2.3345864661654137,81.77777777777777,736.0,9.0,61.0,100.0,1,1
0,0,0,1,60,301.0,33.0,2.3153846153846156,75.0,375.0,5.0,66.0,100.0,0,0
0,9,0,0,120,657.0,28.0,3.2524752475247523,87.8,439.0,5.0,74.0,100.0,0,0
2,7,0,0,120,144.0,10.0,2.4827586206896552,1.0,1.0,1.0,1.0,1.0,1,1
0,8,0,0,60,1689.0,92.0,4.5772357723577235,62.8,314.0,5.0,1.0,83.0,0,0
0,2,1,1,60,917.0,46.0,3.7125506072874495,83.5,835.0,10.0,69.0,100.0,1,0
2,2,1,0,120,8746.0,167.0,5.1416813639035865,96.80952380952381,2033.0,21.0,85.0,100.0,1,1
0,7,0,1,120,501.0,51.0,2.722826086956522,58.2,291.0,5.0,1.0,80.0,1,0
1,2,1,1,60,543.0,35.0,2.2625,81.28571428571429,569.0,7.0,60.0,100.0,0,1
2,0,0,0,60,313.0,21.0,2.794642857142857,57.0,171.0,3.0,1.0,86.0,1,1
0,3,1,1,60,912.0,29.0,4.28169014084507,55.6,278.0,5.0,1.0,75.0,0,0
2,4,0,1,60,531.0,50.0,2.5902439024390245,77.75,622.0,8.0,52.0,100.0,0,0
0,2,1,0,60,1211.0,45.0,4.294326241134752,89.0,445.0,5.0,80.0,100.0,0,0
2,5,1,0,60,744.0,28.0,3.9365079365079363,75.6,378.0,5.0,66.0,100.0,0,0
1,7,1,0,60,783.0,40.0,4.688622754491018,50.8,254.0,5.0,1.0,72.0,0,0
0,1,0,0,120,938.0,80.0,2.8950617283950617,35.4,177.0,5.0,1.0,50.0,0,0
1,1,0,0,60,1678.0,95.0,3.929742388758782,67.0,335.0,5.0,55.0,100.0,0,0
2,6,0,0,60,618.0,22.0,3.5930232558139537,76.2,381.0,5.0,63.0,100.0,0,0
2,5,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,1,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,8,0,0,120,65.0,12.0,1.6666666666666667,68.8,344.0,5.0,52.0,100.0,0,0
2,8,0,0,60,1900.0,106.0,4.377880184331797,59.75,239.0,4.0,1.0,87.0,0,0
0,8,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,5,0,0,60,816.0,46.0,3.2903225806451615,42.8,214.0,5.0,1.0,60.0,0,0
0,6,0,0,60,1336.0,68.0,4.351791530944626,42.6,213.0,5.0,1.0,56.0,0,0
0,0,0,0,60,1105.0,88.0,2.5228310502283104,70.4,352.0,5.0,55.0,100.0,0,0
2,2,1,0,60,6342.0,258.0,5.009478672985782,68.4,342.0,5.0,1.0,95.0,0,0
2,1,1,0,120,2405.0,120.0,4.204545454545454,65.2,326.0,5.0,40.0,100.0,0,0
0,6,1,1,60,1669.0,86.0,3.1254681647940075,86.2,431.0,5.0,73.0,100.0,0,0
0,3,0,0,120,1775.0,89.0,3.4134615384615383,94.4,472.0,5.0,90.0,100.0,0,0
0,4,1,0,60,683.0,37.0,3.5572916666666665,82.0,410.0,5.0,67.0,100.0,0,0
0,8,1,0,60,1890.0,98.0,4.172185430463577,74.6,373.0,5.0,63.0,100.0,0,0
1,0,0,0,60,2186.0,156.0,3.0068775790921594,70.0,350.0,5.0,1.0,93.0,0,0
2,9,0,0,60,590.0,27.0,3.4705882352941178,58.0,290.0,5.0,1.0,78.0,0,0
0,1,1,0,60,1989.0,35.0,7.003521126760563,70.4,352.0,5.0,60.0,100.0,0,0
1,8,0,0,60,2372.0,126.0,4.118055555555555,76.4,382.0,5.0,58.0,100.0,0,0
2,3,0,1,60,389.0,41.0,2.610738255033557,70.8,354.0,5.0,47.0,100.0,1,1
0,8,1,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,0,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,4,1,0,60,3310.0,125.0,5.4801324503311255,81.8,409.0,5.0,69.0,100.0,0,0
0,5,1,0,60,1296.0,57.0,4.10126582278481,69.6,348.0,5.0,49.0,100.0,0,0
0,7,1,0,120,2394.0,79.0,4.61271676300578,74.4,372.0,5.0,60.0,100.0,0,0
1,2,0,0,60,2355.0,147.0,3.611963190184049,73.0,365.0,5.0,62.0,100.0,0,0
0,7,0,0,60,123.0,9.0,2.411764705882353,100.0,100.0,1.0,100.0,100.0,1,1
2,9,1,0,60,2528.0,82.0,4.46643109540636,81.07142857142857,1135.0,14.0,50.0,100.0,0,1
0,4,0,0,60,40.0,11.0,1.6,43.4,217.0,5.0,1.0,64.0,0,1
0,4,0,0,120,440.0,27.0,4.11214953271028,82.4,412.0,5.0,64.0,100.0,0,0
2,8,0,1,120,43.0,5.0,2.15,0.0,0.0,0.0,0.0,0.0,1,1
2,1,0,0,60,1418.0,81.0,3.466992665036675,54.8,274.0,5.0,1.0,80.0,0,0
2,2,1,0,60,1032.0,90.0,4.07905138339921,66.2,331.0,5.0,49.0,100.0,0,0
0,4,0,0,90,33.0,4.0,2.75,76.66666666666667,230.0,3.0,60.0,100.0,0,1
2,4,0,0,60,361.0,18.0,3.881720430107527,76.8,384.0,5.0,68.0,100.0,0,1
0,7,0,0,60,237.0,19.0,2.6333333333333333,58.6,293.0,5.0,1.0,78.0,0,0
0,1,0,0,60,341.0,24.0,3.7472527472527473,34.5,138.0,4.0,1.0,48.0,1,1
0,4,0,0,60,1232.0,64.0,3.0344827586206895,76.71428571428571,537.0,7.0,64.0,100.0,1,0
0,0,0,0,60,1086.0,46.0,3.60797342192691,55.6,278.0,5.0,1.0,70.0,0,0
2,8,0,0,60,1103.0,49.0,4.465587044534413,70.4,352.0,5.0,1.0,95.0,0,0
0,5,0,0,60,1334.0,86.0,3.1241217798594847,52.4,262.0,5.0,1.0,69.0,0,0
0,0,0,0,60,663.0,32.0,3.683333333333333,65.2,326.0,5.0,45.0,100.0,0,1
0,10,0,1,120,849.0,74.0,2.3388429752066116,85.6,428.0,5.0,61.0,100.0,1,1
2,5,0,0,60,27.0,4.0,1.35,1.0,1.0,1.0,1.0,1.0,1,1
2,5,1,0,60,1035.0,64.0,3.2547169811320753,61.0,305.0,5.0,1.0,100.0,0,0
2,5,0,0,60,1140.0,43.0,3.465045592705167,44.25,177.0,4.0,1.0,72.0,0,0
2,2,0,0,120,255.0,18.0,2.5,56.25,450.0,8.0,20.0,100.0,1,1
0,8,1,0,60,2898.0,38.0,6.165957446808511,61.4,307.0,5.0,1.0,87.0,0,0
0,2,0,0,60,32.0,3.0,2.4615384615384617,0.0,0.0,0.0,0.0,0.0,0,1
2,0,1,0,60,1201.0,87.0,3.7414330218068534,72.4,362.0,5.0,63.0,100.0,0,0
0,7,0,0,60,3136.0,118.0,4.3076923076923075,75.6,378.0,5.0,55.0,100.0,0,0
2,2,0,0,60,497.0,14.0,4.359649122807017,82.4,412.0,5.0,77.0,100.0,0,0
2,2,0,0,60,590.0,50.0,3.2065217391304346,62.0,248.0,4.0,1.0,86.0,0,1
0,9,1,0,60,968.0,36.0,4.1191489361702125,58.8,294.0,5.0,1.0,77.0,0,0
2,0,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,3,1,0,60,1073.0,109.0,3.3015384615384615,77.14285714285714,1080.0,14.0,1.0,100.0,0,0
0,7,0,0,60,820.0,60.0,3.6123348017621146,60.4,302.0,5.0,1.0,81.0,0,0
0,8,1,1,60,1107.0,50.0,3.5031645569620253,54.8,274.0,5.0,1.0,69.0,0,0
0,2,0,0,60,1463.0,79.0,3.790155440414508,71.2,356.0,5.0,1.0,92.0,0,0
2,6,0,0,120,500.0,40.0,2.3923444976076556,55.5,222.0,4.0,30.0,100.0,0,1
2,0,0,2,120,956.0,47.0,2.6049046321525884,63.2,316.0,5.0,40.0,100.0,0,0
1,2,0,1,60,142.0,5.0,2.3666666666666667,0.0,0.0,0.0,0.0,0.0,1,1
1,5,0,0,60,48.0,4.0,1.4545454545454546,100.0,100.0,1.0,100.0,100.0,0,1
0,8,0,0,60,150.0,6.0,2.9411764705882355,85.0,255.0,3.0,75.0,100.0,1,1
2,8,0,0,120,472.0,52.0,2.29126213592233,62.4,312.0,5.0,50.0,100.0,0,0
2,1,1,0,120,1740.0,112.0,3.152173913043478,75.77777777777777,682.0,9.0,50.0,100.0,1,1
0,5,1,0,60,1115.0,48.0,4.099264705882353,65.8,329.0,5.0,1.0,90.0,0,0
0,1,0,0,60,310.0,26.0,2.6495726495726495,66.75,267.0,4.0,40.0,100.0,0,1
2,0,0,0,60,1615.0,144.0,2.8685612788632326,54.2,271.0,5.0,1.0,75.0,0,0
1,7,0,1,60,256.0,11.0,4.338983050847458,100.0,100.0,1.0,100.0,100.0,1,1
0,1,0,0,120,1167.0,59.0,3.525679758308157,80.0,400.0,5.0,73.0,100.0,0,0
1,4,1,1,60,814.0,34.0,3.8947368421052633,69.8,349.0,5.0,1.0,93.0,0,0
0,5,0,1,60,2415.0,74.0,6.9,89.0,445.0,5.0,75.0,100.0,0,0
0,6,1,0,60,140.0,5.0,4.516129032258065,42.0,210.0,5.0,1.0,85.0,0,1
0,7,0,0,120,1008.0,47.0,3.7058823529411766,59.6,298.0,5.0,1.0,80.0,0,0
1,4,1,0,120,70.0,6.0,3.1818181818181817,0.0,0.0,0.0,0.0,0.0,1,1
0,4,0,1,120,1372.0,78.0,4.059171597633136,77.2,386.0,5.0,60.0,100.0,1,0
1,5,0,0,60,1809.0,90.0,3.575098814229249,70.0,350.0,5.0,1.0,95.0,0,0
