highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,total_clicks,days_active,avg_daily_clicks,avg_score,total_score,submission_count,min_score,max_score,withdrew_early
0,4,1,0,30,54.0,5.0,2.7,0.0,0.0,0.0,0.0,0.0,1
0,9,0,0,90,401.0,38.0,3.4869565217391303,46.5,372.0,8.0,29.0,78.0,1
0,9,0,0,60,2094.0,94.0,3.752688172043011,73.75,885.0,12.0,64.0,88.0,0
2,2,0,0,120,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
0,4,0,0,90,1215.0,111.0,2.2416974169741697,84.9090909090909,934.0,11.0,71.0,96.0,1
2,0,0,0,30,2492.0,116.0,3.5,64.6,323.0,5.0,43.0,89.0,1
2,6,0,0,60,571.0,44.0,2.5954545454545452,70.0,70.0,1.0,70.0,70.0,0
3,3,0,1,60,549.0,19.0,3.684563758389262,71.14285714285714,498.0,7.0,44.0,100.0,1
0,5,0,0,60,2682.0,110.0,3.4876462938881665,56.76923076923077,738.0,13.0,20.0,86.0,0
0,6,1,0,240,678.0,51.0,1.937142857142857,94.55555555555556,851.0,9.0,84.0,100.0,0
0,0,0,2,180,420.0,22.0,2.3728813559322033,0.0,0.0,0.0,0.0,0.0,1
1,1,0,0,60,578.0,47.0,2.48068669527897,83.14285714285714,582.0,7.0,72.0,93.0,0
2,7,1,0,120,1884.0,177.0,2.911901081916538,87.85714285714286,615.0,7.0,69.0,97.0,0
0,3,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,7,1,0,60,2603.0,116.0,4.041925465838509,90.5,362.0,4.0,89.0,92.0,0
0,1,0,0,120,985.0,46.0,3.272425249169435,43.8,219.0,5.0,29.0,65.0,0
0,2,0,0,60,704.0,36.0,3.1569506726457397,68.5,274.0,4.0,50.0,88.0,0
2,3,0,0,60,516.0,25.0,2.541871921182266,64.0,64.0,1.0,64.0,64.0,0
1,8,2,0,30,3326.0,80.0,4.286082474226804,98.55555555555556,887.0,9.0,95.0,100.0,0
2,3,0,0,90,45.0,7.0,2.3684210526315788,0.0,0.0,0.0,0.0,0.0,1
1,8,1,0,60,10312.0,278.0,5.117617866004963,95.66666666666667,861.0,9.0,88.0,100.0,0
0,2,0,0,60,134.0,27.0,1.5952380952380953,66.66666666666667,200.0,3.0,55.0,80.0,1
2,9,0,0,60,5896.0,170.0,3.608323133414933,83.41666666666667,1001.0,12.0,60.0,96.0,0
1,4,0,0,60,1857.0,37.0,4.630922693266833,83.91666666666667,1007.0,12.0,67.0,98.0,0
0,6,0,0,60,1401.0,90.0,2.6942307692307694,80.75,969.0,12.0,62.0,98.0,0
2,4,1,0,60,218.0,12.0,2.759493670886076,54.0,54.0,1.0,54.0,54.0,0
1,6,0,0,90,269.0,17.0,2.299145299145299,75.0,300.0,4.0,54.0,89.0,0
2,9,0,0,30,156.0,21.0,2.328358208955224,74.16666666666667,445.0,6.0,55.0,100.0,0
2,4,1,1,60,3071.0,99.0,3.612941176470588,50.6,253.0,5.0,10.0,76.0,1
0,5,0,0,90,2867.0,89.0,4.343939393939394,89.33333333333333,804.0,9.0,83.0,97.0,0
2,5,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,6,0,1,120,500.0,39.0,2.6737967914438503,58.666666666666664,176.0,3.0,46.0,73.0,1
0,3,0,0,120,305.0,27.0,2.1785714285714284,73.0,146.0,2.0,64.0,82.0,0
0,2,0,0,60,671.0,74.0,2.819327731092437,39.0,156.0,4.0,20.0,51.0,0
2,1,0,0,30,170.0,6.0,2.8813559322033897,67.22222222222223,605.0,9.0,30.0,100.0,0
0,8,0,0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,1,0,1,120,546.0,44.0,2.9836065573770494,79.85714285714286,559.0,7.0,62.0,97.0,0
2,6,1,0,60,504.0,30.0,2.9822485207100593,89.5,179.0,2.0,89.0,90.0,1
0,8,0,0,60,388.0,75.0,1.7092511013215859,85.18181818181819,937.0,11.0,75.0,100.0,0
0,8,0,0,30,503.0,42.0,2.6898395721925135,86.77777777777777,781.0,9.0,60.0,100.0,0
1,9,0,0,60,2491.0,166.0,2.6331923890063424,74.92307692307692,974.0,13.0,45.0,100.0,0
2,2,0,0,60,289.0,21.0,2.6513761467889907,47.0,141.0,3.0,1.0,71.0,1
0,5,1,0,30,309.0,9.0,3.814814814814815,86.875,695.0,8.0,60.0,100.0,0
0,6,0,0,60,62.0,5.0,2.2142857142857144,76.0,76.0,1.0,76.0,76.0,1
2,4,0,0,60,2026.0,61.0,4.767058823529411,75.16666666666667,902.0,12.0,61.0,92.0,0
2,8,1,0,90,5156.0,181.0,4.101829753381066,78.91666666666667,947.0,12.0,65.0,89.0,0
1,2,2,0,60,87.0,18.0,1.7755102040816326,84.6,423.0,5.0,71.0,100.0,1
0,4,0,0,120,1091.0,90.0,3.227810650887574,80.71428571428571,565.0,7.0,47.0,92.0,0
0,6,0,1,60,3119.0,142.0,3.5809414466130884,72.16666666666667,866.0,12.0,52.0,90.0,0
4,10,1,0,30,2407.0,145.0,3.2179144385026737,89.3,893.0,10.0,76.0,100.0,1
2,4,0,1,180,205.0,27.0,1.9902912621359223,90.375,723.0,8.0,70.0,100.0,0
2,7,0,0,60,620.0,19.0,7.469879518072289,67.0,335.0,5.0,48.0,100.0,0
2,3,1,0,60,151.0,9.0,3.511627906976744,0.0,0.0,0.0,0.0,0.0,1
0,8,0,0,60,1651.0,92.0,3.769406392694064,83.5,334.0,4.0,78.0,89.0,1
2,4,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,1,0,0,60,1880.0,94.0,3.933054393305439,55.125,441.0,8.0,25.0,80.0,0
1,5,1,0,120,1193.0,121.0,2.5168776371308015,92.72727272727273,1020.0,11.0,80.0,100.0,0
2,4,0,0,150,77.0,13.0,2.75,44.0,44.0,1.0,44.0,44.0,0
0,7,1,0,60,3472.0,116.0,3.7173447537473234,94.58333333333333,1135.0,12.0,91.0,98.0,0
2,2,0,0,120,1585.0,75.0,3.9526184538653366,62.4,312.0,5.0,42.0,78.0,0
1,5,0,0,60,2987.0,25.0,5.646502835538753,77.66666666666667,233.0,3.0,76.0,80.0,1
0,7,0,0,120,168.0,15.0,2.5074626865671643,47.0,47.0,1.0,47.0,47.0,1
2,3,1,0,60,443.0,33.0,2.283505154639175,81.33333333333333,244.0,3.0,79.0,84.0,0
1,6,0,0,60,3648.0,165.0,2.6169296987087516,61.07692307692308,794.0,13.0,29.0,76.0,0
0,9,0,0,60,3640.0,139.0,4.212962962962963,87.5,1050.0,12.0,71.0,100.0,0
0,4,0,0,120,507.0,33.0,3.425675675675676,52.6,263.0,5.0,40.0,74.0,1
2,2,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,5,0,0,30,808.0,42.0,4.926829268292683,54.333333333333336,326.0,6.0,11.0,79.0,1
2,6,0,1,180,608.0,51.0,3.684848484848485,45.6,228.0,5.0,32.0,62.0,1
0,2,0,1,120,3024.0,106.0,4.22937062937063,76.16666666666667,914.0,12.0,48.0,94.0,1
1,8,0,0,30,6968.0,166.0,4.852367688022284,61.55555555555556,554.0,9.0,22.0,89.0,0
0,2,1,0,60,7.0,1.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0
0,3,0,0,60,705.0,47.0,3.078602620087336,60.5,242.0,4.0,36.0,73.0,0
0,1,0,0,60,756.0,60.0,3.12396694214876,81.33333333333333,732.0,9.0,40.0,100.0,0
0,8,1,0,60,164.0,26.0,1.9294117647058824,62.81818181818182,691.0,11.0,0.0,100.0,0
0,0,0,0,60,330.0,40.0,2.0245398773006134,74.3,743.0,10.0,60.0,100.0,0
0,4,0,0,60,2251.0,108.0,3.4953416149068324,70.5,846.0,12.0,53.0,81.0,0
2,1,1,0,60,653.0,59.0,2.0534591194968552,89.0,623.0,7.0,80.0,93.0,0
2,7,0,0,120,106.0,13.0,1.8275862068965518,72.5,725.0,10.0,60.0,100.0,0
0,4,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,6,0,0,60,689.0,43.0,3.3609756097560974,75.0,375.0,5.0,60.0,100.0,0
0,6,0,0,60,4277.0,222.0,2.921448087431694,70.28571428571429,492.0,7.0,64.0,77.0,0
2,2,0,0,60,802.0,26.0,4.531073446327683,64.5,129.0,2.0,40.0,89.0,1
0,1,0,1,60,1017.0,45.0,3.412751677852349,81.5,326.0,4.0,76.0,86.0,1
2,6,0,1,60,420.0,24.0,3.8181818181818183,55.0,110.0,2.0,53.0,57.0,1
2,4,0,0,60,5385.0,192.0,4.314903846153846,91.83333333333333,1102.0,12.0,83.0,99.0,0
1,2,0,0,90,3297.0,95.0,4.270725388601036,68.38461538461539,889.0,13.0,40.0,93.0,1
2,7,0,0,60,2367.0,157.0,3.5275707898658717,91.75,367.0,4.0,85.0,98.0,1
0,7,0,0,120,262.0,23.0,3.7971014492753623,88.5,177.0,2.0,82.0,95.0,0
2,2,1,0,60,6775.0,154.0,4.767769176636172,71.53846153846153,930.0,13.0,30.0,92.0,0
0,6,1,0,60,4774.0,159.0,3.8253205128205128,82.57142857142857,1156.0,14.0,58.0,100.0,0
2,8,1,0,60,8202.0,164.0,5.346805736636245,85.41666666666667,1025.0,12.0,77.0,96.0,0
1,9,0,0,60,171.0,17.0,2.1645569620253164,70.0,70.0,1.0,70.0,70.0,1
0,0,1,1,60,452.0,37.0,2.7228915662650603,62.81818181818182,691.0,11.0,25.0,100.0,0
2,4,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,5,0,1,60,1298.0,74.0,2.9907834101382487,56.833333333333336,682.0,12.0,28.0,81.0,1
0,5,0,1,180,990.0,18.0,5.823529411764706,73.27272727272727,806.0,11.0,66.0,89.0,0
0,3,1,0,60,818.0,60.0,2.21680216802168,60.666666666666664,364.0,6.0,41.0,79.0,0
2,6,0,0,90,797.0,51.0,2.9850187265917603,84.76923076923077,1102.0,13.0,60.0,100.0,0
1,4,0,0,90,914.0,55.0,3.1301369863013697,66.33333333333333,199.0,3.0,55.0,72.0,1
2,4,1,0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,7,0,0,180,97.0,9.0,1.515625,0.0,0.0,0.0,0.0,0.0,1
1,7,0,1,60,161.0,15.0,2.7758620689655173,68.0,272.0,4.0,60.0,80.0,0
0,6,0,1,150,13.0,2.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,1
0,3,1,0,60,1383.0,111.0,2.2561174551386625,69.72727272727273,767.0,11.0,56.0,81.0,1
2,6,0,0,60,1788.0,50.0,5.274336283185841,68.5,274.0,4.0,54.0,90.0,1
0,3,1,0,120,1390.0,100.0,2.720156555772994,78.36363636363636,862.0,11.0,40.0,100.0,0
2,0,0,0,150,788.0,34.0,3.126984126984127,94.0,94.0,1.0,94.0,94.0,1
2,1,0,0,60,358.0,49.0,1.79,88.55555555555556,797.0,9.0,80.0,100.0,0
1,2,1,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,6,1,2,60,5302.0,177.0,3.9274074074074075,92.52380952380952,1943.0,21.0,72.0,99.0,0
0,0,0,1,120,506.0,51.0,2.7955801104972378,66.0,132.0,2.0,62.0,70.0,1
0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,4,1,0,30,376.0,12.0,4.423529411764706,71.42857142857143,500.0,7.0,10.0,100.0,0
2,7,0,0,60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0,3,0,0,120,1051.0,97.0,2.8328840970350404,71.85714285714286,503.0,7.0,47.0,88.0,0
0,8,0,0,120,565.0,52.0,2.325102880658436,66.7,667.0,10.0,20.0,100.0,0
2,2,0,0,120,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,1
0,0,1,0,180,3.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1
1,10,0,0,60,1613.0,92.0,2.938069216757741,91.85714285714286,643.0,7.0,85.0,100.0,0
2,3,0,0,120,1049.0,115.0,1.9038112522686026,62.333333333333336,748.0,12.0,36.0,94.0,0
4,10,0,0,60,905.0,43.0,2.976973684210526,86.0,344.0,4.0,74.0,98.0,1
2,6,0,0,120,1997.0,93.0,4.16910229645094,66.75,801.0,12.0,28.0,94.0,0
0,0,0,0,120,566.0,79.0,1.8866666666666667,80.77777777777777,727.0,9.0,62.0,100.0,0
4,9,1,0,120,9.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1
0,9,0,0,90,3147.0,102.0,4.508595988538682,85.08333333333333,1021.0,12.0,70.0,99.0,0
2,0,0,0,90,5678.0,231.0,4.499207606973059,71.75,861.0,12.0,41.0,100.0,0
2,3,0,0,120,61.0,4.0,3.588235294117647,0.0,0.0,0.0,0.0,0.0,1
2,3,0,0,30,56.0,3.0,2.4347826086956523,0.0,0.0,0.0,0.0,0.0,0
2,3,0,0,30,14594.0,246.0,6.03556658395368,92.92307692307692,1208.0,13.0,83.0,100.0,0
1,2,1,0,60,650.0,50.0,2.218430034129693,74.0,666.0,9.0,60.0,84.0,0
0,6,0,0,60,4042.0,127.0,3.860553963705826,74.42857142857143,1563.0,21.0,36.0,93.0,0
2,0,0,0,30,717.0,33.0,4.120689655172414,87.22222222222223,785.0,9.0,60.0,100.0,0
0,4,1,1,90,717.0,51.0,1.8151898734177214,41.0,82.0,2.0,14.0,68.0,1
0,1,0,0,60,1017.0,45.0,3.412751677852349,81.5,326.0,4.0,76.0,86.0,1
0,2,0,0,120,5243.0,197.0,4.115384615384615,79.05555555555556,1423.0,18.0,62.0,98.0,0
2,4,0,0,60,1370.0,124.0,2.0757575757575757,73.42857142857143,514.0,7.0,42.0,88.0,0
0,5,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,4,0,0,60,548.0,64.0,2.2096774193548385,74.57142857142857,522.0,7.0,44.0,93.0,0
2,0,1,1,180,383.0,35.0,2.6971830985915495,80.5,322.0,4.0,67.0,100.0,1
0,3,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,3,0,0,60,7325.0,205.0,3.892136025504782,92.16666666666667,1106.0,12.0,86.0,100.0,0
0,1,0,0,30,657.0,34.0,3.8421052631578947,90.0,180.0,2.0,87.0,93.0,0
0,4,1,0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,7,1,0,60,269.0,29.0,2.0692307692307694,85.72727272727273,943.0,11.0,72.0,100.0,0
0,5,0,0,120,4009.0,158.0,3.8,87.07692307692308,1132.0,13.0,79.0,98.0,0
1,8,0,0,60,974.0,45.0,3.703422053231939,92.33333333333333,277.0,3.0,89.0,96.0,0
0,6,0,0,60,1265.0,117.0,2.6082474226804124,73.6,368.0,5.0,38.0,86.0,1
0,3,1,0,60,298.0,42.0,2.0839160839160837,69.33333333333333,208.0,3.0,50.0,100.0,0
2,4,0,0,90,3245.0,68.0,4.916666666666667,74.66666666666667,224.0,3.0,62.0,88.0,1
1,9,1,0,60,205.0,17.0,3.106060606060606,73.66666666666667,221.0,3.0,69.0,79.0,0
0,9,0,0,120,1784.0,81.0,4.597938144329897,91.0,1092.0,12.0,81.0,99.0,0
1,10,0,0,60,2951.0,87.0,5.114384748700173,85.0,255.0,3.0,71.0,96.0,0
2,4,0,0,60,381.0,35.0,2.5918367346938775,79.14285714285714,554.0,7.0,69.0,100.0,0
2,2,1,0,60,1657.0,45.0,4.406914893617022,48.4,242.0,5.0,37.0,60.0,0
2,0,0,0,120,532.0,41.0,2.5213270142180093,82.6,826.0,10.0,67.0,100.0,0
1,4,0,0,60,2139.0,145.0,2.543400713436385,81.85714285714286,573.0,7.0,70.0,97.0,0
1,4,1,0,75,6735.0,188.0,3.886324293133295,82.46666666666667,1237.0,15.0,67.0,94.0,1
2,2,0,0,60,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2,0,1,1,120,2360.0,29.0,5.974683544303797,87.33333333333333,524.0,6.0,78.0,94.0,1
1,8,0,0,60,2951.0,110.0,3.8225388601036268,67.33333333333333,808.0,12.0,47.0,90.0,0
2,9,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,0,2,120,170.0,16.0,3.4693877551020407,73.75,295.0,4.0,52.0,96.0,1
2,5,0,0,30,382.0,21.0,3.4414414414414414,77.85714285714286,545.0,7.0,60.0,100.0,0
0,9,0,0,60,384.0,25.0,3.226890756302521,66.85714285714286,468.0,7.0,35.0,100.0,0
2,2,0,0,120,45.0,3.0,2.3684210526315788,0.0,0.0,0.0,0.0,0.0,1
2,6,1,0,120,2219.0,101.0,4.234732824427481,87.25,349.0,4.0,83.0,91.0,0
2,4,0,0,90,358.0,16.0,3.1130434782608694,22.0,22.0,1.0,22.0,22.0,0
2,3,0,0,120,809.0,39.0,2.9962962962962965,78.75,315.0,4.0,66.0,94.0,0
0,1,0,0,120,147.0,17.0,1.9864864864864864,76.0,684.0,9.0,40.0,100.0,0
0,7,0,0,60,2954.0,130.0,4.711323763955343,85.22222222222223,767.0,9.0,67.0,100.0,0
2,1,1,0,60,1414.0,37.0,5.45945945945946,66.66666666666667,200.0,3.0,60.0,76.0,0
2,6,0,0,60,1404.0,70.0,4.0344827586206895,79.5,795.0,10.0,68.0,100.0,0
1,9,2,0,30,2236.0,86.0,3.97158081705151,98.22222222222223,884.0,9.0,94.0,100.0,0
1,3,0,0,90,9472.0,225.0,5.05982905982906,89.25,1071.0,12.0,72.0,98.0,0
0,9,0,0,60,417.0,46.0,2.2063492063492065,92.54545454545455,1018.0,11.0,80.0,100.0,0
0,7,1,1,60,145.0,3.0,4.264705882352941,0.0,0.0,0.0,0.0,0.0,0
2,8,1,0,90,4433.0,170.0,4.011764705882353,56.333333333333336,507.0,9.0,28.0,78.0,0
0,5,1,0,60,956.0,55.0,2.9781931464174454,50.61538461538461,658.0,13.0,24.0,75.0,0
0,8,0,0,60,1357.0,52.0,3.6875,80.75,969.0,12.0,70.0,86.0,0
2,0,0,1,60,254.0,20.0,2.8222222222222224,56.0,56.0,1.0,56.0,56.0,0
2,8,0,0,120,98.0,7.0,2.0416666666666665,0.0,0.0,0.0,0.0,0.0,1
2,1,0,0,90,37.0,3.0,2.8461538461538463,0.0,0.0,0.0,0.0,0.0,1
2,2,0,0,30,2369.0,117.0,3.827140549273021,60.92307692307692,792.0,13.0,19.0,89.0,0
0,2,0,0,60,138.0,4.0,4.6,70.0,70.0,1.0,70.0,70.0,1
0,4,0,0,180,2477.0,94.0,4.595547309833024,83.0,996.0,12.0,67.0,98.0,1
0,1,1,0,60,694.0,47.0,3.834254143646409,63.75,255.0,4.0,53.0,80.0,1
2,8,0,0,120,1219.0,80.0,3.585294117647059,73.22222222222223,659.0,9.0,38.0,90.0,0
0,1,0,1,120,2184.0,115.0,2.5336426914153134,66.57142857142857,932.0,14.0,44.0,92.0,0
4,6,1,0,150,2222.0,124.0,2.607981220657277,89.9375,1439.0,16.0,56.0,100.0,1
0,3,0,0,60,428.0,38.0,2.0878048780487806,79.66666666666667,239.0,3.0,63.0,90.0,0
1,3,0,0,180,929.0,43.0,3.9364406779661016,87.28571428571429,611.0,7.0,75.0,96.0,1
2,10,0,0,60,3637.0,143.0,3.408622305529522,89.41666666666667,1073.0,12.0,82.0,100.0,0
0,1,0,0,60,113.0,1.0,8.692307692307692,0.0,0.0,0.0,0.0,0.0,1
0,10,1,3,60,881.0,60.0,2.4005449591280654,64.0,256.0,4.0,58.0,70.0,1
2,3,1,0,60,984.0,81.0,2.8771929824561404,40.666666666666664,122.0,3.0,1.0,67.0,1
2,9,1,1,120,1163.0,57.0,3.186301369863014,45.0,180.0,4.0,1.0,72.0,1
0,4,0,0,60,429.0,19.0,3.4047619047619047,54.8,274.0,5.0,47.0,64.0,0
2,0,0,1,120,4281.0,179.0,3.2382753403933435,72.47368421052632,1377.0,19.0,25.0,100.0,1
2,9,0,0,120,513.0,55.0,2.310810810810811,83.4,417.0,5.0,76.0,90.0,0
0,1,0,1,120,471.0,43.0,2.492063492063492,89.9090909090909,989.0,11.0,70.0,100.0,0
2,6,0,0,60,1001.0,52.0,3.4878048780487805,54.333333333333336,652.0,12.0,17.0,73.0,1
0,2,0,1,60,1188.0,95.0,2.4244897959183676,70.57142857142857,494.0,7.0,19.0,93.0,0
1,9,0,0,60,1396.0,85.0,3.10913140311804,76.42857142857143,535.0,7.0,38.0,94.0,0
0,5,0,0,60,2382.0,79.0,4.230905861456483,92.5,1110.0,12.0,83.0,98.0,0
4,8,0,0,60,4784.0,128.0,3.84875301689461,91.81818181818181,1010.0,11.0,81.0,100.0,0
2,1,0,0,90,3492.0,111.0,4.7317073170731705,66.16666666666667,794.0,12.0,52.0,77.0,0
0,3,1,0,60,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
0,2,0,0,90,2116.0,121.0,2.1504065040650406,74.33333333333333,446.0,6.0,68.0,89.0,1
0,7,1,2,120,2751.0,49.0,5.25,47.0,188.0,4.0,44.0,50.0,1
1,3,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,5,0,0,120,314.0,15.0,4.243243243243243,46.0,46.0,1.0,46.0,46.0,1
0,3,0,0,60,347.0,10.0,3.9431818181818183,82.0,82.0,1.0,82.0,82.0,0
0,4,0,0,60,1184.0,89.0,2.672686230248307,86.54545454545455,952.0,11.0,69.0,100.0,0
0,5,0,0,90,768.0,24.0,4.290502793296089,58.0,116.0,2.0,52.0,64.0,0
2,1,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,4,0,0,75,326.0,23.0,2.786324786324786,81.2,812.0,10.0,53.0,100.0,0
0,2,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,9,0,0,60,350.0,32.0,2.611940298507463,68.0,748.0,11.0,20.0,100.0,0
2,2,0,0,95,657.0,35.0,3.49468085106383,79.0,158.0,2.0,68.0,90.0,1
0,9,0,1,60,356.0,62.0,2.282051282051282,64.1,641.0,10.0,40.0,100.0,0
0,1,0,0,30,627.0,66.0,2.580246913580247,78.44444444444444,706.0,9.0,52.0,100.0,0
0,3,0,0,90,376.0,40.0,2.211764705882353,68.75,275.0,4.0,55.0,90.0,0
0,4,0,0,60,253.0,12.0,3.2025316455696204,0.0,0.0,0.0,0.0,0.0,1
0,4,1,0,90,3437.0,100.0,4.463636363636364,73.5,882.0,12.0,17.0,93.0,0
1,0,1,0,60,7232.0,224.0,4.444990780577751,83.41666666666667,1001.0,12.0,66.0,94.0,0
0,3,0,0,60,546.0,25.0,3.25,75.0,150.0,2.0,62.0,88.0,1
0,1,1,0,30,1311.0,105.0,2.9328859060402683,83.125,665.0,8.0,65.0,100.0,0
0,1,0,0,60,1710.0,101.0,2.8934010152284264,68.63636363636364,755.0,11.0,36.0,92.0,0
0,9,0,0,120,3368.0,161.0,4.0095238095238095,51.76923076923077,673.0,13.0,25.0,93.0,0
2,1,0,0,30,370.0,25.0,3.245614035087719,79.11111111111111,712.0,9.0,52.0,100.0,0
2,2,1,0,120,537.0,31.0,3.1964285714285716,65.42857142857143,458.0,7.0,34.0,100.0,1
2,7,0,0,120,376.0,26.0,2.3797468354430378,57.333333333333336,172.0,3.0,42.0,74.0,0
2,1,1,0,30,66.0,8.0,2.2758620689655173,55.0,55.0,1.0,55.0,55.0,0
0,4,0,0,60,133.0,11.0,2.111111111111111,73.625,589.0,8.0,60.0,81.0,0
2,1,0,0,60,1057.0,55.0,3.2724458204334366,59.5,238.0,4.0,24.0,84.0,0
2,5,0,0,60,198.0,13.0,2.5063291139240507,38.0,38.0,1.0,38.0,38.0,0
1,1,0,0,60,468.0,21.0,3.2275862068965515,38.5,77.0,2.0,38.0,39.0,1
0,5,0,0,60,6589.0,232.0,3.4086911536471804,78.4,392.0,5.0,75.0,81.0,0
0,2,0,0,120,10471.0,139.0,7.831712789827973,93.66666666666667,1124.0,12.0,87.0,100.0,0
2,0,0,0,60,162.0,18.0,2.6129032258064515,64.66666666666667,388.0,6.0,29.0,80.0,0
0,3,0,1,90,3423.0,90.0,4.241635687732342,86.1,861.0,10.0,69.0,94.0,1
2,8,1,0,60,595.0,45.0,2.5319148936170213,70.0,210.0,3.0,66.0,74.0,0
1,2,0,0,120,225.0,41.0,1.9230769230769231,75.85714285714286,531.0,7.0,61.0,100.0,0
2,6,1,1,60,337.0,33.0,2.0548780487804876,81.85714285714286,573.0,7.0,68.0,88.0,1
2,3,0,0,60,1512.0,117.0,2.026809651474531,71.14285714285714,498.0,7.0,27.0,89.0,0
0,4,0,0,60,1772.0,90.0,3.414258188824663,57.25,458.0,8.0,23.0,89.0,1
2,7,0,0,60,592.0,34.0,2.6666666666666665,70.0,280.0,4.0,50.0,98.0,0
2,2,0,1,60,195.0,13.0,2.3214285714285716,0.0,0.0,0.0,0.0,0.0,0
2,3,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10,1,0,60,5015.0,205.0,4.493727598566308,80.2,401.0,5.0,68.0,100.0,0
0,6,0,0,120,1121.0,124.0,2.669047619047619,84.125,673.0,8.0,75.0,90.0,0
2,5,1,0,60,107.0,10.0,2.276595744680851,77.27272727272727,850.0,11.0,54.0,100.0,0
2,1,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,6,0,0,60,131.0,17.0,1.7012987012987013,70.75,283.0,4.0,63.0,80.0,0
1,8,0,0,60,2031.0,89.0,4.595022624434389,77.0,308.0,4.0,53.0,92.0,0
0,7,0,0,80,2784.0,222.0,2.481283422459893,88.85714285714286,1244.0,14.0,64.0,100.0,0
2,0,1,0,60,1103.0,89.0,2.5473441108545036,85.18181818181819,937.0,11.0,68.0,100.0,0
0,8,0,0,60,1712.0,124.0,2.387726638772664,66.625,1066.0,16.0,38.0,89.0,0
2,1,0,0,30,247.0,13.0,3.4788732394366195,0.0,0.0,0.0,0.0,0.0,0
2,0,0,0,60,967.0,66.0,2.811046511627907,80.81818181818181,889.0,11.0,60.0,100.0,0
2,0,1,0,60,43.0,3.0,2.6875,0.0,0.0,0.0,0.0,0.0,1
2,8,1,0,60,11864.0,235.0,4.421915765933656,92.66666666666667,1112.0,12.0,88.0,98.0,0
2,0,0,0,30,58.0,7.0,2.230769230769231,0.0,0.0,0.0,0.0,0.0,1
0,8,0,0,120,1410.0,56.0,4.563106796116505,66.6,333.0,5.0,55.0,100.0,0
2,5,1,0,120,3590.0,104.0,4.717477003942181,72.08333333333333,865.0,12.0,57.0,88.0,0
0,8,0,0,30,487.0,27.0,3.4785714285714286,87.28571428571429,611.0,7.0,70.0,100.0,0
0,10,1,2,120,368.0,25.0,2.1775147928994083,83.0,166.0,2.0,82.0,84.0,1
0,8,0,0,30,736.0,45.0,3.607843137254902,96.0,96.0,1.0,96.0,96.0,1
2,6,1,0,30,451.0,48.0,2.4917127071823204,71.375,571.0,8.0,1.0,100.0,1
0,0,0,0,120,166.0,27.0,2.2739726027397262,67.0,201.0,3.0,56.0,73.0,1
0,6,0,0,60,1399.0,73.0,3.6432291666666665,82.75,331.0,4.0,63.0,92.0,0
3,3,1,0,90,33.0,3.0,2.5384615384615383,0.0,0.0,0.0,0.0,0.0,1
0,9,1,0,60,2422.0,94.0,3.802197802197802,95.54545454545455,1051.0,11.0,85.0,100.0,0
0,8,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,8,1,0,30,4824.0,165.0,3.690895179801071,96.11111111111111,865.0,9.0,89.0,100.0,0
0,8,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
